Employee_ID,Loan_Volumes,Transaction_Accuracy,Workplan_Completion,Error_Frequencies,Feedback_Text,Target
EMP_0255,33,91.48361175838768,60.77649343956659,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0256,102,97.60182254111828,68.01889099651737,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0257,55,90.88226817167795,53.425270331348976,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0258,104,87.6924598513575,88.15776456294446,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0259,108,96.30548251075778,70.41531713797255,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0260,125,96.83210472806117,87.96243665304215,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0261,76,87.6063021296135,95.18039221733974,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0262,137,96.56281162811484,61.638157355064436,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0263,27,99.20946832384507,90.36980151699757,4,Consistently meets targets and handles client queries with high integrity.,0
EMP_0264,34,87.49566380398409,52.95469450391266,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0265,63,96.56476438798204,94.94236940901237,5,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0266,67,95.62858006903944,82.53842737793737,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0267,76,92.10360832652633,93.71133620691758,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0268,113,85.86880690838197,50.0094199778291,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0269,33,86.12041626636781,58.45405351779962,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0270,123,97.78621988797971,69.4879693713246,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0271,41,99.85222559125971,68.97514516873593,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0272,95,95.14078385780132,61.33651914617553,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0273,136,91.68937460515482,69.08059699336,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0274,139,94.71360465102862,56.44243560001274,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0275,26,93.91593788842818,70.6380564633013,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0276,113,90.75418390608432,90.11771645796321,0,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0277,146,85.9843921686102,73.95350315516757,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0278,52,97.32269421111161,50.90000444726075,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0279,48,90.57750293858086,71.07220207896236,5,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0280,35,97.2817846503564,51.35875080454221,4,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0281,108,88.78763124532573,98.3121705353399,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0282,59,85.01544219768451,56.37269797114345,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0283,22,87.38407424915135,85.38441631653095,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0284,69,92.02809125152876,98.63881614460429,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0285,144,99.16455452436745,91.30195258332859,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0286,66,86.53290429540579,84.96576875631018,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0287,45,97.81314661692349,91.97304547503835,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0288,29,92.90536144317792,99.08993466303139,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0289,74,97.38881148699845,81.06722486267648,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0290,17,89.47561646484989,77.95924034146633,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0291,124,97.59920747008708,81.41190552316407,4,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0292,101,96.59234170025206,76.63379433807775,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0293,107,88.45080524547151,81.75445529548594,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0294,75,86.97002689614067,72.49211039862796,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0295,41,98.02081483798439,60.922159144165356,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0296,95,99.44854980160198,56.01236132558378,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0297,60,85.46953470621274,53.41704677661302,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0298,72,95.96905100460529,63.16578918766,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0299,134,98.64286766421728,52.30617821678669,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0300,67,97.86040138138748,78.35853899596928,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0301,67,99.46780708405313,64.19142235117602,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0302,95,96.40141117657146,91.2267404043516,2,Consistently meets targets and handles client queries with high integrity.,1
EMP_0303,58,91.63448143571365,53.71204364941932,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0304,79,89.67927985742696,61.317574717074294,4,Consistently meets targets and handles client queries with high integrity.,0
EMP_0305,24,89.81114110657191,86.5123073545073,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0306,63,95.86634008921175,79.94041481917458,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0307,110,96.18755518046447,53.22456356245838,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0308,17,88.00538715323069,93.86197285811002,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0309,62,98.02184220235796,93.86308814130898,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0310,69,95.72386060303371,66.52040019378869,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0311,117,93.44125429515074,67.02029216747823,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0312,14,92.07298690153769,99.45141791750869,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0313,112,93.14849208684937,81.30880857965691,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0314,15,87.38868607418897,76.56582602840295,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0315,118,88.05551873914412,91.90760917759621,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0316,125,86.36746735609287,64.26451691786582,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0317,103,87.30487057241669,71.45912966981784,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0318,56,91.80540451907925,63.38883377441671,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0319,108,92.95531590592384,89.45804232943658,5,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0320,64,85.26792838717479,78.6674672817609,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0321,61,96.95196741796042,82.94125350700352,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0322,22,89.41251960015217,62.61536249197033,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0323,123,98.67754052439867,61.011265068865754,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0324,133,99.51266895420666,74.41873144914693,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0325,115,87.78188312014981,86.87828745464134,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0326,129,91.93145936148491,76.261987876008,4,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0327,72,85.01847752749639,51.63228387728343,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0328,28,93.9749089768364,93.42757531601444,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0329,101,94.10959672394007,53.23434467575658,2,Consistently meets targets and handles client queries with high integrity.,1
EMP_0330,67,88.71309933405063,97.79122418603761,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0331,99,93.37619008874796,51.25709791386364,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0332,126,88.38310213665603,84.72252280653544,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0333,71,87.41238203617286,54.110353185589084,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0334,32,94.77279200203397,95.53382897175698,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0335,136,89.88888195928112,73.22166181127713,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0336,146,93.85395908328434,56.87618874085077,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0337,149,91.49870123457484,67.04078498949232,5,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0338,138,99.76527111104356,58.2412337673381,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0339,67,87.24370964001349,58.5290955778545,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0340,131,91.96897894953716,97.4054160085721,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0341,10,95.20684939538988,72.26230561423941,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0342,43,90.93317625819952,89.44011319526797,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0343,105,99.62049777806035,81.9802780588841,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0344,135,95.82831441890403,83.82131811691961,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0345,127,94.8547578634674,56.584671923601924,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0346,57,96.35588901416835,61.70922234077428,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0347,98,99.28972957058076,89.33751675772184,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0348,126,98.6172797947696,98.53831032373915,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0349,138,95.86427962189617,63.133782129932584,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0350,25,96.23742458651924,63.57843823755199,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0351,78,87.18883111052718,73.64485664054524,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0352,31,86.54188606738998,99.19201564277189,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0353,102,93.56356752766246,63.44794729132355,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0354,85,85.2755145541081,70.34859548171319,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0355,95,92.23534572327387,94.57400078117533,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0356,38,88.15524369878302,50.1460516310681,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0357,78,90.19024851467259,51.988298249428475,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0358,56,96.63707103689434,80.20358385356096,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0359,103,99.1185625634858,95.36900823564235,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0360,94,86.08624408219512,61.94283302009639,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0361,48,93.01363308964667,73.48208873403544,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0362,109,98.238002287294,72.52326508289092,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0363,42,86.23762801660632,73.64856730477551,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0364,110,97.3677107034525,81.12598478648727,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0365,32,90.36702026392408,73.48718814953419,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0366,19,89.83142053329003,72.3734070661229,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0367,78,99.66199579472179,73.71442102156303,5,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0368,109,88.01288634793441,79.54337206355208,3,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0369,43,95.39790911234022,76.85037441756792,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0370,147,97.321610920148,92.70679988252522,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0371,105,85.61775242918908,52.47484267468333,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0372,10,95.05578187531619,91.66585357365062,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0373,78,99.2732496153299,92.1962306305862,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0374,13,86.86329950092089,64.24540107654803,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0375,25,98.44331954027558,73.14259775079253,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0376,33,93.92164956065405,71.92692442687178,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0377,89,94.24906872793711,60.925491717706514,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0378,11,94.1941626229841,69.83984235431582,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0379,137,89.48253829505971,52.21938860854272,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0380,93,99.0280272294919,63.89110363908672,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0381,149,99.21025693946558,90.8341087725359,0,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0382,133,94.37956990320922,64.22811508814488,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0383,42,96.75134088912422,90.91033343741238,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0384,110,94.18386978821736,76.57997323022154,3,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0385,21,92.26597671361061,93.993133868058,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0386,76,94.91230177448875,78.73897771322076,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0387,74,93.29502178887938,51.48341115323699,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0388,83,93.96213793947895,83.77101037735446,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0389,52,96.75748830128293,52.24267840117843,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0390,53,92.21355747173477,72.5298509491567,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0391,38,85.61131159138709,96.4713347236557,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0392,21,87.45999221484246,58.26019696689251,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0393,104,91.57910824734307,69.4936176470772,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0394,55,95.87239839811087,86.49301544242391,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0395,139,93.89917972465268,94.11292780474238,3,Consistently meets targets and handles client queries with high integrity.,1
EMP_0396,44,94.7544127881018,83.5471502371254,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0397,90,92.18918392864431,62.908662709558456,6,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0398,99,94.23613032913364,83.73039264581081,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0399,17,89.93526156721994,64.8363820552045,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0400,102,92.05273889044997,85.92146149093676,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0401,99,96.16418598392434,97.70165637925203,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0402,124,98.07749168459682,86.06967255531441,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0403,114,91.50483000934584,93.14402514562062,0,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0404,144,85.65492486561041,50.10519215879417,4,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0405,67,87.42508816220204,85.87860623657971,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0406,123,85.31291708937307,91.47937784326251,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0407,84,94.79894528855995,52.02793687723407,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0408,129,89.98471938032664,93.57988636441152,0,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0409,30,93.13717953579051,62.83471141550229,6,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0410,147,92.39915270175699,83.26460509890276,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0411,110,86.2228973432864,90.01774395117033,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0412,108,91.04892041685747,83.13322565296778,0,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0413,45,88.30841687383484,54.61423960366286,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0414,105,91.27599683001479,79.81607594301842,0,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0415,46,88.05367420513365,77.47918283610719,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0416,21,97.606786094154,95.01606340371357,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0417,122,87.61290004867381,70.21198648221046,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0418,22,99.41170827230465,66.0540548543525,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0419,32,91.23861049220412,87.49253822182331,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0420,108,97.69367938028574,70.63376630416982,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0421,114,94.43147227308918,82.30480875025316,3,Consistently meets targets and handles client queries with high integrity.,1
EMP_0422,39,96.0302544799863,82.32250450623035,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0423,26,96.5158583210017,94.4019532180059,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0424,122,92.57267322839527,79.93462011595487,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0425,71,93.14950785044933,75.10768049809934,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0426,93,92.70993801713088,56.94356631982585,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0427,121,93.82087567135119,55.786880333935265,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0428,95,85.4409166863476,57.71607826415397,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0429,28,90.93272754773523,58.592424066354724,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0430,109,94.09283070341758,81.89385463318169,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0431,149,93.96585347883797,87.04906251372893,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0432,85,96.89434141908447,76.49957614632093,6,Consistently meets targets and handles client queries with high integrity.,1
EMP_0433,18,94.82514008248162,91.45088662727454,6,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0434,37,99.88199974511008,99.56316133668166,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0435,137,89.25781792912967,91.0006314559678,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0436,61,90.38726544499347,84.74411868379795,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0437,92,90.75770727801694,76.62463497185733,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0438,120,91.98719210530373,72.4426535837354,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0439,126,97.53997095671814,54.21961902722712,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0440,78,88.53688140938814,69.96843741973454,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0441,108,96.64000310553143,95.50673183910672,4,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0442,149,91.07965274628616,90.40113149532765,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0443,34,94.02783075493012,60.80256825058436,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0444,132,94.4881079983946,73.33038923486079,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0445,62,90.59272955783402,90.83616012792723,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0446,66,92.68922807808708,53.36922773927613,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0447,48,91.19546761971546,69.36962928343297,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0448,118,86.03699179279928,92.59206184369738,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0449,51,91.5574808322524,70.19489320850619,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0450,131,86.46090088830329,53.880732236572044,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0451,142,91.07531198620482,77.12671842661257,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0452,84,93.89377599747672,93.08712474591476,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0453,85,93.69122349015251,79.51427714765799,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0454,18,94.9393191851248,61.31395541071159,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0455,83,86.4289226193194,69.21198100686907,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0456,16,94.78184868295656,72.50616805909661,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0457,146,89.68222085044671,78.96331769102633,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0458,36,90.98568919205667,87.96755128763066,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0459,131,97.86979380884058,54.94368088203177,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0460,14,85.13545606194326,94.48260165087831,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0461,38,93.82618950010908,50.61548515080378,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0462,92,93.98070970150161,68.50261673371276,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0463,145,90.94989664515343,51.371015498632886,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0464,118,88.55541785662504,69.64871126726456,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0465,74,88.52011057392326,76.29062994366619,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0466,95,98.25564504491129,75.58406932907559,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0467,80,91.63036560674286,58.28141735141327,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0468,54,89.96334044483758,82.28702550478062,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0469,141,91.73166360747105,52.23892252523341,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0470,45,95.04085602189042,88.09534100662077,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0471,79,87.18634852367127,97.33222169967732,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0472,28,91.74150752820607,66.9884413575559,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0473,117,93.81826556665581,75.8619690857166,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0474,100,99.2287503227715,68.94551390294072,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0475,99,88.78791673113129,50.335519515202996,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0476,28,90.38876121874368,69.2937251447558,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0477,48,90.69037884883636,89.58601296306733,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0478,135,94.08307236467324,79.7994421091741,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0479,135,90.35098079560002,55.06299573075795,4,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0480,67,93.00267887949543,92.35697448468926,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0481,70,96.72685494767543,76.55426724426215,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0482,136,95.58078391168306,92.0861680872338,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0483,114,91.69552969768878,79.01107593925147,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0484,10,97.96324266511253,77.984422241897,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0485,140,93.37210374390794,55.26295925985062,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0486,101,93.09858759253319,58.3679866569314,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0487,122,85.51281648908737,98.60126282482955,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0488,65,99.80039470535742,61.424337337738535,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0489,126,86.8445621279444,98.87260589951839,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0490,143,88.4669636864147,76.59563532621317,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0491,67,85.7754525586229,56.78945235319686,6,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0492,53,94.6000445025537,54.96511013768465,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0493,70,88.3705176545902,60.443203535287,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0494,56,87.70015656209085,96.28186650126679,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0495,89,86.32833376334862,70.70751121641135,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0496,127,86.54963435686024,69.77171339964572,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0497,29,93.77006050663883,65.6603130535087,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0498,56,95.32311798799893,57.35309252832942,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0499,58,90.96068482696602,74.39255985962032,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0500,23,92.1984562238811,56.50238912555693,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0501,10,95.28951603974477,91.77401181911638,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0502,126,85.26069685278219,68.51984931376532,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0503,63,89.84695985605418,68.74017838908982,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0504,127,99.5964662210552,73.70032142415779,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0505,12,93.70168344543202,72.20638565828759,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0506,21,88.8133686984624,99.74289865296608,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0507,83,92.8259506995432,77.26905606091512,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0508,25,90.13980232181373,54.410085189493536,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
