record_id,employee_id,loan_volumes,transaction_accuracy,workplan_completion,error_frequencies,feedback_text,truthfulness_weight,reliability_target,recorded_at
561,47,50,82.97,70.55,5,Frequent audit exceptions flagged.,0.93,0,2025-09-01 00:00:00
562,47,46,81.63,60.29,3,Minor KYC compliance oversight noted.,0.97,0,2025-10-01 00:00:00
563,47,66,84.42,71.17,5,Fails to verify documentation thoroughly.,0.88,0,2025-11-01 00:00:00
564,47,45,70.31,66.99,7,Minor KYC compliance oversight noted.,0.94,0,2025-12-01 00:00:00
565,48,109,94.31,92.39,0,Consistently exceeds monthly volume targets.,0.85,2,2025-01-01 00:00:00
566,48,123,99.82,94.53,1,Completes workplans well ahead of schedule.,0.87,2,2025-02-01 00:00:00
567,48,143,95.27,88.2,0,Completes workplans well ahead of schedule.,0.97,2,2025-03-01 00:00:00
568,48,156,97.05,86.9,1,High output speed on ledger entries.,0.94,0,2025-04-01 00:00:00
569,48,136,97.11,98.41,2,Consistently exceeds monthly volume targets.,0.98,2,2025-05-01 00:00:00
570,48,145,97.44,88.62,1,High output speed on ledger entries.,0.91,2,2025-06-01 00:00:00
571,48,123,99.5,96.22,1,Completes workplans well ahead of schedule.,0.87,2,2025-07-01 00:00:00
572,48,130,96.59,89.13,0,High output speed on ledger entries.,1.0,2,2025-08-01 00:00:00
573,48,140,94.81,88.98,0,Completes workplans well ahead of schedule.,0.97,2,2025-09-01 00:00:00
574,48,128,89.75,84.49,1,High output speed on ledger entries.,0.88,2,2025-10-01 00:00:00
575,48,168,94.18,94.04,0,Completes workplans well ahead of schedule.,0.99,2,2025-11-01 00:00:00
576,48,155,100.0,94.63,1,High output speed on ledger entries.,0.94,2,2025-12-01 00:00:00
577,49,53,90.73,73.96,4,Minor KYC compliance oversight noted.,0.96,0,2025-01-01 00:00:00
578,49,33,75.43,68.52,6,Fails to verify documentation thoroughly.,0.96,0,2025-02-01 00:00:00
579,49,78,70.47,69.02,0,Frequent audit exceptions flagged.,0.91,0,2025-03-01 00:00:00
580,49,10,85.7,64.98,2,Frequent audit exceptions flagged.,0.9,2,2025-04-01 00:00:00
581,49,64,76.77,73.07,4,Frequent audit exceptions flagged.,0.93,0,2025-05-01 00:00:00
582,49,93,72.25,73.11,4,Fails to verify documentation thoroughly.,0.96,0,2025-06-01 00:00:00
583,49,43,79.52,64.52,5,Minor KYC compliance oversight noted.,0.9,0,2025-07-01 00:00:00
584,49,86,83.55,62.46,6,Frequent audit exceptions flagged.,0.86,0,2025-08-01 00:00:00
585,49,82,84.96,45.83,6,Frequent audit exceptions flagged.,0.96,0,2025-09-01 00:00:00
586,49,44,67.82,41.73,5,Fails to verify documentation thoroughly.,0.89,0,2025-10-01 00:00:00
587,49,61,66.22,71.39,2,Minor KYC compliance oversight noted.,0.9,0,2025-11-01 00:00:00
588,49,33,86.16,76.79,6,Minor KYC compliance oversight noted.,0.86,0,2025-12-01 00:00:00
589,50,58,89.56,100.0,1,Zero compliance audit findings.,1.0,1,2025-01-01 00:00:00
590,50,97,87.85,87.48,2,Zero compliance audit findings.,0.91,1,2025-02-01 00:00:00
591,50,113,91.84,97.84,3,Demonstrates exemplary regulatory compliance.,0.97,1,2025-03-01 00:00:00
592,50,102,88.83,91.77,4,Demonstrates exemplary regulatory compliance.,0.95,1,2025-04-01 00:00:00
593,50,137,84.26,78.53,1,Strictly adheres to KYC protocols.,0.97,1,2025-05-01 00:00:00
594,50,70,93.99,96.44,0,Strictly adheres to KYC protocols.,0.9,1,2025-06-01 00:00:00
595,50,121,81.3,83.66,3,Strictly adheres to KYC protocols.,0.98,0,2025-07-01 00:00:00
596,50,114,93.32,82.25,6,Strictly adheres to KYC protocols.,0.93,1,2025-08-01 00:00:00
597,50,135,89.51,81.41,1,Strictly adheres to KYC protocols.,1.0,1,2025-09-01 00:00:00
598,50,79,88.0,88.47,3,Zero compliance audit findings.,0.91,1,2025-10-01 00:00:00
599,50,102,88.15,83.78,6,Demonstrates exemplary regulatory compliance.,0.98,1,2025-11-01 00:00:00
600,50,127,84.3,86.72,2,Strictly adheres to KYC protocols.,0.88,1,2025-12-01 00:00:00
601,51,106,93.81,88.35,2,Strictly adheres to KYC protocols.,0.93,1,2025-01-01 00:00:00
602,51,109,85.15,81.35,5,Demonstrates exemplary regulatory compliance.,0.95,1,2025-02-01 00:00:00
603,51,78,85.76,81.72,1,Zero compliance audit findings.,0.86,1,2025-03-01 00:00:00
604,51,99,82.99,84.81,4,Demonstrates exemplary regulatory compliance.,0.92,1,2025-04-01 00:00:00
605,51,74,89.49,83.99,3,Strictly adheres to KYC protocols.,0.91,1,2025-05-01 00:00:00
606,51,82,88.13,89.93,3,Zero compliance audit findings.,0.94,1,2025-06-01 00:00:00
607,51,115,93.41,88.43,4,Zero compliance audit findings.,0.85,1,2025-07-01 00:00:00
608,51,111,91.93,75.0,2,Strictly adheres to KYC protocols.,1.0,1,2025-08-01 00:00:00
609,51,98,87.08,95.65,2,Zero compliance audit findings.,0.9,1,2025-09-01 00:00:00
610,51,77,93.53,87.22,5,Zero compliance audit findings.,0.98,1,2025-10-01 00:00:00
611,51,113,93.48,90.4,3,Zero compliance audit findings.,0.91,2,2025-11-01 00:00:00
612,51,124,87.0,90.46,1,Zero compliance audit findings.,0.91,1,2025-12-01 00:00:00
613,52,143,98.49,91.08,0,High output speed on ledger entries.,0.92,1,2025-01-01 00:00:00
614,52,108,96.1,88.26,0,Consistently exceeds monthly volume targets.,0.93,2,2025-02-01 00:00:00
615,52,112,89.19,97.77,1,Consistently exceeds monthly volume targets.,0.95,2,2025-03-01 00:00:00
616,52,123,96.06,94.86,1,Consistently exceeds monthly volume targets.,0.97,2,2025-04-01 00:00:00
617,52,144,99.5,92.47,0,High output speed on ledger entries.,0.94,2,2025-05-01 00:00:00
618,52,88,98.67,89.2,0,Completes workplans well ahead of schedule.,0.97,1,2025-06-01 00:00:00
619,52,150,96.21,100.0,0,High output speed on ledger entries.,0.95,2,2025-07-01 00:00:00
620,52,131,95.69,92.17,0,High output speed on ledger entries.,0.89,2,2025-08-01 00:00:00
621,52,120,92.48,92.37,0,High output speed on ledger entries.,0.86,2,2025-09-01 00:00:00
622,52,138,97.3,95.29,0,Completes workplans well ahead of schedule.,0.97,2,2025-10-01 00:00:00
623,52,163,96.08,89.83,0,Completes workplans well ahead of schedule.,0.87,2,2025-11-01 00:00:00
624,52,141,92.31,91.66,0,High output speed on ledger entries.,1.0,2,2025-12-01 00:00:00
625,53,173,99.13,92.21,0,Consistently exceeds monthly volume targets.,0.87,2,2025-01-01 00:00:00
626,53,135,94.49,98.55,1,High output speed on ledger entries.,0.92,2,2025-02-01 00:00:00
627,53,139,95.47,100.0,3,Completes workplans well ahead of schedule.,0.94,2,2025-03-01 00:00:00
628,53,123,91.94,95.15,0,High output speed on ledger entries.,0.99,2,2025-04-01 00:00:00
629,53,113,97.66,91.79,0,Consistently exceeds monthly volume targets.,0.91,2,2025-05-01 00:00:00
630,53,108,94.03,94.94,0,High output speed on ledger entries.,0.93,2,2025-06-01 00:00:00
631,53,120,91.42,89.09,2,Consistently exceeds monthly volume targets.,0.94,2,2025-07-01 00:00:00
632,53,113,95.22,89.77,0,Completes workplans well ahead of schedule.,0.87,2,2025-08-01 00:00:00
633,53,117,97.16,91.8,0,Consistently exceeds monthly volume targets.,0.94,2,2025-09-01 00:00:00
634,53,125,96.8,95.94,1,Consistently exceeds monthly volume targets.,0.93,2,2025-10-01 00:00:00
635,53,166,95.49,94.88,1,Consistently exceeds monthly volume targets.,0.98,2,2025-11-01 00:00:00
636,53,117,96.17,91.44,0,High output speed on ledger entries.,0.89,2,2025-12-01 00:00:00
637,54,95,92.2,67.37,2,Demonstrates exemplary regulatory compliance.,0.94,1,2025-01-01 00:00:00
638,54,111,79.14,87.58,2,Strictly adheres to KYC protocols.,0.91,1,2025-02-01 00:00:00
639,54,92,87.01,77.8,1,Demonstrates exemplary regulatory compliance.,0.95,1,2025-03-01 00:00:00
640,54,92,89.85,86.9,2,Strictly adheres to KYC protocols.,0.98,1,2025-04-01 00:00:00
641,54,118,87.8,84.28,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-05-01 00:00:00
642,54,84,90.16,81.58,2,Zero compliance audit findings.,0.85,1,2025-06-01 00:00:00
643,54,82,89.34,75.41,2,Zero compliance audit findings.,0.98,1,2025-07-01 00:00:00
644,54,67,84.81,89.85,4,Demonstrates exemplary regulatory compliance.,1.0,1,2025-08-01 00:00:00
645,54,88,94.35,81.98,1,Strictly adheres to KYC protocols.,1.0,1,2025-09-01 00:00:00
646,54,117,91.6,75.23,0,Zero compliance audit findings.,0.9,1,2025-10-01 00:00:00
647,54,85,81.72,87.14,1,Demonstrates exemplary regulatory compliance.,0.95,1,2025-11-01 00:00:00
648,54,90,84.45,82.95,1,Strictly adheres to KYC protocols.,0.99,1,2025-12-01 00:00:00
649,55,107,97.66,90.77,2,High output speed on ledger entries.,0.96,2,2025-01-01 00:00:00
650,55,105,96.39,89.61,1,High output speed on ledger entries.,0.93,2,2025-02-01 00:00:00
651,55,130,98.38,94.97,0,Consistently exceeds monthly volume targets.,0.93,2,2025-03-01 00:00:00
652,55,118,91.83,96.98,1,Consistently exceeds monthly volume targets.,0.93,2,2025-04-01 00:00:00
653,55,91,96.74,93.59,0,Completes workplans well ahead of schedule.,0.98,0,2025-05-01 00:00:00
654,55,151,95.59,94.57,2,Consistently exceeds monthly volume targets.,0.89,2,2025-06-01 00:00:00
655,55,162,98.88,93.12,0,High output speed on ledger entries.,0.96,1,2025-07-01 00:00:00
656,55,142,97.78,95.72,0,High output speed on ledger entries.,0.92,2,2025-08-01 00:00:00
657,55,120,95.69,91.72,1,High output speed on ledger entries.,0.87,2,2025-09-01 00:00:00
658,55,144,99.23,89.46,1,Consistently exceeds monthly volume targets.,0.92,2,2025-10-01 00:00:00
659,55,117,94.36,90.28,1,High output speed on ledger entries.,0.98,2,2025-11-01 00:00:00
660,55,153,89.53,94.24,1,Completes workplans well ahead of schedule.,0.9,2,2025-12-01 00:00:00
661,56,110,86.82,80.65,0,Zero compliance audit findings.,0.95,1,2025-01-01 00:00:00
662,56,119,82.66,84.27,2,Zero compliance audit findings.,0.87,0,2025-02-01 00:00:00
663,56,115,91.99,88.33,4,Demonstrates exemplary regulatory compliance.,0.88,1,2025-03-01 00:00:00
664,56,125,85.53,71.48,4,Strictly adheres to KYC protocols.,0.95,1,2025-04-01 00:00:00
665,56,105,90.42,86.0,1,Zero compliance audit findings.,0.93,1,2025-05-01 00:00:00
666,56,106,84.25,98.29,1,Demonstrates exemplary regulatory compliance.,0.95,0,2025-06-01 00:00:00
667,56,82,87.58,81.32,7,Demonstrates exemplary regulatory compliance.,0.88,1,2025-07-01 00:00:00
668,56,57,89.63,85.18,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-08-01 00:00:00
669,56,117,94.56,72.53,5,Demonstrates exemplary regulatory compliance.,0.91,1,2025-09-01 00:00:00
670,56,145,94.79,81.25,3,Zero compliance audit findings.,0.92,1,2025-10-01 00:00:00
671,56,79,85.65,86.55,1,Strictly adheres to KYC protocols.,0.95,1,2025-11-01 00:00:00
672,56,60,96.7,86.1,4,Demonstrates exemplary regulatory compliance.,0.87,1,2025-12-01 00:00:00
673,57,127,87.87,79.18,2,Demonstrates exemplary regulatory compliance.,0.99,1,2025-01-01 00:00:00
674,57,94,89.62,76.96,3,Zero compliance audit findings.,0.94,1,2025-02-01 00:00:00
675,57,80,75.83,78.59,0,Zero compliance audit findings.,0.87,1,2025-03-01 00:00:00
676,57,95,85.26,94.03,0,Strictly adheres to KYC protocols.,0.89,1,2025-04-01 00:00:00
677,57,118,83.57,84.39,0,Zero compliance audit findings.,0.89,1,2025-05-01 00:00:00
678,57,63,87.04,79.35,0,Demonstrates exemplary regulatory compliance.,0.95,1,2025-06-01 00:00:00
679,57,89,97.76,73.03,2,Strictly adheres to KYC protocols.,0.96,1,2025-07-01 00:00:00
680,57,88,84.33,84.52,6,Strictly adheres to KYC protocols.,0.97,1,2025-08-01 00:00:00
681,57,112,82.82,63.13,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-09-01 00:00:00
682,57,139,87.86,89.49,2,Strictly adheres to KYC protocols.,0.95,1,2025-10-01 00:00:00
683,57,92,91.15,100.0,1,Zero compliance audit findings.,0.91,1,2025-11-01 00:00:00
684,57,98,89.77,77.83,3,Zero compliance audit findings.,0.94,1,2025-12-01 00:00:00
685,58,75,85.74,92.99,4,Demonstrates exemplary regulatory compliance.,0.9,1,2025-01-01 00:00:00
686,58,100,85.15,84.33,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-02-01 00:00:00
687,58,87,87.27,94.34,2,Zero compliance audit findings.,0.95,1,2025-03-01 00:00:00
688,58,88,78.97,80.28,2,Demonstrates exemplary regulatory compliance.,0.88,1,2025-04-01 00:00:00
689,58,121,86.36,83.35,0,Demonstrates exemplary regulatory compliance.,0.88,1,2025-05-01 00:00:00
690,58,96,86.99,89.02,2,Strictly adheres to KYC protocols.,0.96,1,2025-06-01 00:00:00
691,58,115,88.75,85.92,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-07-01 00:00:00
692,58,111,91.47,87.55,0,Strictly adheres to KYC protocols.,0.98,1,2025-08-01 00:00:00
693,58,89,81.25,77.55,5,Demonstrates exemplary regulatory compliance.,0.88,1,2025-09-01 00:00:00
694,58,99,94.1,81.6,2,Zero compliance audit findings.,0.98,1,2025-10-01 00:00:00
695,58,92,85.35,92.93,3,Zero compliance audit findings.,0.89,1,2025-11-01 00:00:00
696,58,93,86.56,74.1,2,Strictly adheres to KYC protocols.,0.98,1,2025-12-01 00:00:00
697,59,89,95.58,90.0,3,Demonstrates exemplary regulatory compliance.,0.94,1,2025-01-01 00:00:00
698,59,94,88.44,84.08,4,Zero compliance audit findings.,0.93,1,2025-02-01 00:00:00
699,59,84,89.72,85.18,3,Demonstrates exemplary regulatory compliance.,0.89,1,2025-03-01 00:00:00
700,59,117,89.1,82.58,0,Strictly adheres to KYC protocols.,0.87,1,2025-04-01 00:00:00
701,59,95,78.11,92.24,4,Strictly adheres to KYC protocols.,1.0,1,2025-05-01 00:00:00
702,59,58,90.16,81.12,2,Zero compliance audit findings.,0.98,1,2025-06-01 00:00:00
703,59,104,86.23,77.95,3,Strictly adheres to KYC protocols.,0.92,1,2025-07-01 00:00:00
704,59,93,87.21,73.7,4,Demonstrates exemplary regulatory compliance.,0.9,1,2025-08-01 00:00:00
705,59,85,89.25,79.44,1,Strictly adheres to KYC protocols.,0.88,1,2025-09-01 00:00:00
706,59,80,89.62,99.44,1,Strictly adheres to KYC protocols.,0.87,1,2025-10-01 00:00:00
707,59,116,89.78,84.84,3,Strictly adheres to KYC protocols.,0.92,1,2025-11-01 00:00:00
708,59,106,80.95,61.95,2,Zero compliance audit findings.,0.99,1,2025-12-01 00:00:00
709,60,79,83.57,76.21,2,Zero compliance audit findings.,0.88,2,2025-01-01 00:00:00
710,60,71,88.67,81.56,2,Zero compliance audit findings.,0.98,1,2025-02-01 00:00:00
711,60,95,86.85,79.23,5,Demonstrates exemplary regulatory compliance.,0.95,1,2025-03-01 00:00:00
712,60,85,90.51,96.0,4,Demonstrates exemplary regulatory compliance.,0.88,1,2025-04-01 00:00:00
713,60,132,82.71,80.65,4,Zero compliance audit findings.,0.87,1,2025-05-01 00:00:00
714,60,95,89.89,84.94,3,Demonstrates exemplary regulatory compliance.,0.88,1,2025-06-01 00:00:00
715,60,116,80.97,74.74,4,Strictly adheres to KYC protocols.,0.89,1,2025-07-01 00:00:00
716,60,80,85.54,77.68,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-08-01 00:00:00
717,60,116,88.74,98.37,4,Zero compliance audit findings.,1.0,1,2025-09-01 00:00:00
718,60,107,88.89,94.42,1,Zero compliance audit findings.,0.92,1,2025-10-01 00:00:00
719,60,110,77.82,76.68,4,Strictly adheres to KYC protocols.,0.99,1,2025-11-01 00:00:00
720,60,104,86.69,82.58,3,Zero compliance audit findings.,0.96,0,2025-12-01 00:00:00
721,61,83,80.92,74.45,2,Strictly adheres to KYC protocols.,0.85,1,2025-01-01 00:00:00
722,61,102,83.65,82.52,3,Demonstrates exemplary regulatory compliance.,0.9,1,2025-02-01 00:00:00
723,61,85,93.22,89.81,1,Demonstrates exemplary regulatory compliance.,0.91,1,2025-03-01 00:00:00
724,61,107,88.84,93.56,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-04-01 00:00:00
725,61,83,87.37,91.44,1,Strictly adheres to KYC protocols.,0.86,1,2025-05-01 00:00:00
726,61,138,82.96,88.7,1,Strictly adheres to KYC protocols.,0.85,1,2025-06-01 00:00:00
727,61,68,84.65,78.24,2,Demonstrates exemplary regulatory compliance.,0.91,1,2025-07-01 00:00:00
728,61,109,80.81,78.59,0,Demonstrates exemplary regulatory compliance.,0.96,1,2025-08-01 00:00:00
729,61,87,82.88,76.75,5,Strictly adheres to KYC protocols.,0.94,1,2025-09-01 00:00:00
730,61,76,87.24,70.95,4,Zero compliance audit findings.,0.87,1,2025-10-01 00:00:00
731,61,103,95.65,80.19,4,Demonstrates exemplary regulatory compliance.,0.94,1,2025-11-01 00:00:00
732,61,59,95.01,81.6,4,Strictly adheres to KYC protocols.,0.98,1,2025-12-01 00:00:00
733,62,90,79.15,82.42,2,Demonstrates exemplary regulatory compliance.,0.87,1,2025-01-01 00:00:00
734,62,109,80.47,85.83,2,Strictly adheres to KYC protocols.,0.92,1,2025-02-01 00:00:00
735,62,96,86.15,84.99,5,Demonstrates exemplary regulatory compliance.,0.89,1,2025-03-01 00:00:00
736,62,78,86.54,82.13,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-04-01 00:00:00
737,62,47,92.48,87.52,1,Zero compliance audit findings.,0.86,1,2025-05-01 00:00:00
738,62,79,97.19,85.07,3,Zero compliance audit findings.,0.95,1,2025-06-01 00:00:00
739,62,105,85.27,80.17,3,Zero compliance audit findings.,0.85,1,2025-07-01 00:00:00
740,62,84,91.69,85.27,2,Demonstrates exemplary regulatory compliance.,0.98,0,2025-08-01 00:00:00
741,62,116,89.44,81.85,0,Demonstrates exemplary regulatory compliance.,0.99,1,2025-09-01 00:00:00
742,62,116,92.24,86.41,2,Demonstrates exemplary regulatory compliance.,0.87,2,2025-10-01 00:00:00
743,62,73,85.56,82.5,4,Zero compliance audit findings.,0.92,1,2025-11-01 00:00:00
744,62,107,76.76,84.4,2,Zero compliance audit findings.,0.86,1,2025-12-01 00:00:00
745,63,157,95.12,85.13,0,Consistently exceeds monthly volume targets.,0.98,2,2025-01-01 00:00:00
746,63,153,99.16,90.03,0,High output speed on ledger entries.,0.9,2,2025-02-01 00:00:00
747,63,155,96.88,90.62,0,Completes workplans well ahead of schedule.,0.85,0,2025-03-01 00:00:00
748,63,154,96.66,93.5,1,Consistently exceeds monthly volume targets.,0.88,2,2025-04-01 00:00:00
749,63,158,98.49,96.12,0,High output speed on ledger entries.,0.99,2,2025-05-01 00:00:00
750,63,145,95.32,92.64,1,High output speed on ledger entries.,0.86,2,2025-06-01 00:00:00
751,63,130,97.38,96.72,0,High output speed on ledger entries.,0.91,2,2025-07-01 00:00:00
752,63,94,98.95,96.39,0,High output speed on ledger entries.,0.91,2,2025-08-01 00:00:00
753,63,125,97.2,99.99,0,High output speed on ledger entries.,0.95,2,2025-09-01 00:00:00
754,63,122,94.79,94.5,1,Consistently exceeds monthly volume targets.,0.96,2,2025-10-01 00:00:00
755,63,156,96.24,91.63,1,Consistently exceeds monthly volume targets.,0.92,2,2025-11-01 00:00:00
756,63,162,91.73,96.99,1,Completes workplans well ahead of schedule.,0.88,2,2025-12-01 00:00:00
757,64,112,85.39,74.91,1,Zero compliance audit findings.,0.94,1,2025-01-01 00:00:00
758,64,102,89.88,83.75,1,Demonstrates exemplary regulatory compliance.,0.96,1,2025-02-01 00:00:00
759,64,107,89.45,91.99,4,Strictly adheres to KYC protocols.,0.92,1,2025-03-01 00:00:00
760,64,67,90.02,89.29,2,Zero compliance audit findings.,0.86,1,2025-04-01 00:00:00
761,64,112,82.62,85.0,2,Demonstrates exemplary regulatory compliance.,0.96,1,2025-05-01 00:00:00
762,64,87,87.95,79.77,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-06-01 00:00:00
763,64,78,82.44,87.73,2,Demonstrates exemplary regulatory compliance.,1.0,1,2025-07-01 00:00:00
764,64,71,92.85,67.81,3,Demonstrates exemplary regulatory compliance.,0.93,1,2025-08-01 00:00:00
765,64,108,80.87,85.89,3,Demonstrates exemplary regulatory compliance.,0.86,1,2025-09-01 00:00:00
766,64,93,89.2,87.6,2,Demonstrates exemplary regulatory compliance.,0.92,1,2025-10-01 00:00:00
767,64,122,85.42,81.06,1,Demonstrates exemplary regulatory compliance.,0.91,1,2025-11-01 00:00:00
768,64,105,86.41,75.0,1,Demonstrates exemplary regulatory compliance.,0.94,1,2025-12-01 00:00:00
769,65,158,94.78,98.3,1,Consistently exceeds monthly volume targets.,0.87,2,2025-01-01 00:00:00
770,65,150,98.86,88.45,0,High output speed on ledger entries.,0.98,2,2025-02-01 00:00:00
771,65,156,98.43,93.56,3,Consistently exceeds monthly volume targets.,0.9,2,2025-03-01 00:00:00
772,65,150,99.0,89.64,1,High output speed on ledger entries.,0.86,2,2025-04-01 00:00:00
773,65,114,96.32,94.35,0,Consistently exceeds monthly volume targets.,0.91,2,2025-05-01 00:00:00
774,65,123,100.0,86.72,3,Consistently exceeds monthly volume targets.,0.97,1,2025-06-01 00:00:00
775,65,132,96.93,96.34,0,High output speed on ledger entries.,0.92,1,2025-07-01 00:00:00
776,65,149,95.41,94.93,1,Consistently exceeds monthly volume targets.,0.96,2,2025-08-01 00:00:00
777,65,124,99.62,88.3,0,Consistently exceeds monthly volume targets.,0.86,1,2025-09-01 00:00:00
778,65,169,97.64,89.72,1,Completes workplans well ahead of schedule.,0.97,0,2025-10-01 00:00:00
779,65,152,97.98,91.72,1,Completes workplans well ahead of schedule.,0.98,2,2025-11-01 00:00:00
780,65,135,92.93,99.81,0,Completes workplans well ahead of schedule.,0.95,2,2025-12-01 00:00:00
781,66,126,94.51,92.8,0,High output speed on ledger entries.,0.86,2,2025-01-01 00:00:00
782,66,121,98.91,92.98,2,Consistently exceeds monthly volume targets.,0.9,2,2025-02-01 00:00:00
783,66,149,94.58,97.33,0,Completes workplans well ahead of schedule.,0.96,2,2025-03-01 00:00:00
784,66,134,96.34,98.91,0,High output speed on ledger entries.,0.87,2,2025-04-01 00:00:00
785,66,162,98.55,97.68,0,Completes workplans well ahead of schedule.,0.9,2,2025-05-01 00:00:00
786,66,122,92.55,93.21,2,Completes workplans well ahead of schedule.,0.89,2,2025-06-01 00:00:00
787,66,169,95.31,99.17,2,Completes workplans well ahead of schedule.,0.87,2,2025-07-01 00:00:00
788,66,171,92.31,89.34,0,Consistently exceeds monthly volume targets.,0.97,2,2025-08-01 00:00:00
789,66,117,95.14,95.96,0,Completes workplans well ahead of schedule.,0.87,2,2025-09-01 00:00:00
790,66,135,98.87,88.99,3,Completes workplans well ahead of schedule.,0.87,2,2025-10-01 00:00:00
791,66,136,94.59,95.66,0,High output speed on ledger entries.,0.97,2,2025-11-01 00:00:00
792,66,78,95.23,98.58,0,Consistently exceeds monthly volume targets.,0.87,2,2025-12-01 00:00:00
793,67,81,85.96,95.08,3,Zero compliance audit findings.,0.98,2,2025-01-01 00:00:00
794,67,103,84.7,90.67,3,Demonstrates exemplary regulatory compliance.,0.98,1,2025-02-01 00:00:00
795,67,94,84.94,62.6,2,Zero compliance audit findings.,0.99,1,2025-03-01 00:00:00
796,67,83,88.8,100.0,5,Strictly adheres to KYC protocols.,0.85,1,2025-04-01 00:00:00
797,67,95,87.28,73.38,2,Demonstrates exemplary regulatory compliance.,0.98,1,2025-05-01 00:00:00
798,67,138,90.81,87.92,1,Zero compliance audit findings.,0.97,1,2025-06-01 00:00:00
799,67,88,89.11,77.38,2,Strictly adheres to KYC protocols.,0.88,1,2025-07-01 00:00:00
800,67,103,82.79,84.38,2,Strictly adheres to KYC protocols.,0.94,2,2025-08-01 00:00:00
801,67,69,90.94,71.58,2,Zero compliance audit findings.,0.91,1,2025-09-01 00:00:00
802,67,109,91.29,89.52,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-10-01 00:00:00
803,67,79,82.72,77.48,4,Zero compliance audit findings.,0.9,1,2025-11-01 00:00:00
804,67,85,83.72,72.89,0,Zero compliance audit findings.,0.87,1,2025-12-01 00:00:00
805,68,129,95.79,94.97,0,High output speed on ledger entries.,0.98,2,2025-01-01 00:00:00
806,68,124,96.68,95.73,1,Completes workplans well ahead of schedule.,0.96,2,2025-02-01 00:00:00
807,68,148,92.26,97.84,0,High output speed on ledger entries.,0.99,2,2025-03-01 00:00:00
808,68,132,97.44,96.31,0,Completes workplans well ahead of schedule.,0.88,2,2025-04-01 00:00:00
809,68,122,95.77,100.0,2,Completes workplans well ahead of schedule.,0.9,2,2025-05-01 00:00:00
810,68,142,97.48,95.64,0,Completes workplans well ahead of schedule.,0.96,2,2025-06-01 00:00:00
811,68,135,96.32,89.29,1,Consistently exceeds monthly volume targets.,0.95,2,2025-07-01 00:00:00
812,68,145,95.32,94.79,1,High output speed on ledger entries.,0.96,2,2025-08-01 00:00:00
813,68,135,90.92,100.0,1,Completes workplans well ahead of schedule.,0.94,2,2025-09-01 00:00:00
814,68,166,100.0,93.65,0,Completes workplans well ahead of schedule.,0.95,2,2025-10-01 00:00:00
815,68,135,93.38,95.89,2,Completes workplans well ahead of schedule.,0.98,2,2025-11-01 00:00:00
816,68,121,97.39,94.77,0,Consistently exceeds monthly volume targets.,0.85,2,2025-12-01 00:00:00
817,69,174,88.25,94.51,1,Consistently exceeds monthly volume targets.,0.88,0,2025-01-01 00:00:00
818,69,118,100.0,93.34,2,Consistently exceeds monthly volume targets.,0.95,2,2025-02-01 00:00:00
819,69,124,95.41,92.37,1,Consistently exceeds monthly volume targets.,0.95,2,2025-03-01 00:00:00
820,69,160,96.74,88.01,1,High output speed on ledger entries.,0.93,2,2025-04-01 00:00:00
821,69,140,92.83,96.68,2,High output speed on ledger entries.,0.87,2,2025-05-01 00:00:00
822,69,114,98.56,93.2,0,Completes workplans well ahead of schedule.,0.98,2,2025-06-01 00:00:00
823,69,162,98.57,97.19,0,Completes workplans well ahead of schedule.,0.91,2,2025-07-01 00:00:00
824,69,149,96.07,94.09,2,Completes workplans well ahead of schedule.,0.97,2,2025-08-01 00:00:00
825,69,140,95.94,98.81,1,High output speed on ledger entries.,0.86,2,2025-09-01 00:00:00
826,69,115,96.73,87.24,1,High output speed on ledger entries.,0.99,2,2025-10-01 00:00:00
827,69,129,97.83,91.4,1,Completes workplans well ahead of schedule.,0.93,2,2025-11-01 00:00:00
828,69,140,95.0,93.54,0,Consistently exceeds monthly volume targets.,0.88,2,2025-12-01 00:00:00
829,70,77,90.19,69.35,4,Zero compliance audit findings.,0.99,1,2025-01-01 00:00:00
830,70,89,84.35,94.08,2,Demonstrates exemplary regulatory compliance.,0.91,1,2025-02-01 00:00:00
831,70,87,94.42,80.06,2,Demonstrates exemplary regulatory compliance.,0.94,1,2025-03-01 00:00:00
832,70,112,89.87,80.61,3,Demonstrates exemplary regulatory compliance.,0.89,1,2025-04-01 00:00:00
833,70,93,87.87,73.7,0,Strictly adheres to KYC protocols.,0.86,1,2025-05-01 00:00:00
834,70,110,89.09,83.59,4,Strictly adheres to KYC protocols.,0.87,1,2025-06-01 00:00:00
835,70,96,86.3,84.02,1,Strictly adheres to KYC protocols.,0.93,1,2025-07-01 00:00:00
836,70,85,94.7,77.33,2,Strictly adheres to KYC protocols.,0.98,1,2025-08-01 00:00:00
